Tabel 1;;;;;
Gemiddeld persoonlijk inkomen per inwoner particulier huishouden, het percentage particuliere huishoudens behorende tot de 40% huishoudens met het laagste besteedbaar;;;;;
inkomen van de landelijke inkomensverdeling en het percentage particuliere huishoudens behorende tot de 20% huishoudens met het hoogste besteedbaar inkomen van de ;;;;;
landelijke inkomensverdeling naar gemeente en wijk, 2020;;;;;
;;;Gemiddeld;40% huishoudens;20% huishoudens
;;;persoonlijk ;met laagste;met hoogste
;;;inkomen;besteedbaar;besteedbaar
;;;per inwoner;inkomen;inkomen
Gemeentelijke indeling van 2023;;;;;
Gemeentecode;Wijkcode;Regionaam;;;
;;;;;
;;;x 1000 euro;%;
;;;;;
;WK169600;Wijk 00 's-Graveland;36,3;35,5;25,0
;WK169601;Wijk 01 Kortenhoef;31,2;30,6;28,0
;WK169602;Wijk 02 Ankeveen;33,5;25,2;31,3
;WK169603;Wijk 03 Loosdrecht;39,8;30,1;36,1
;WK169604;Wijk 04 Nieuw-Loosdrecht;32,4;29,3;30,4
;WK169605;Wijk 05 Breukeleveen;42,8;.;.
;WK169606;Wijk 06 Nederhorst den Berg;31,8;28,4;32,2
GM1699;Totaal;Noordenveld;27,2;34,3;20,0
;WK169900;Wijk 00 Roden;26,1;36,7;17,6
;WK169901;Wijk 01 Roden;30,5;28,0;28,7
;WK169903;Wijk 03 Norg;27,4;35,3;19,0
;WK169904;Wijk 04 Norg;29,1;30,2;28,3
;WK169906;Wijk 06 Peize;29,2;27,2;26,1
GM1700;Totaal;Twenterand;23,1;34,7;18,8
;WK170001;Vriezenveen (kern);24,2;32,9;20,5
;WK170002;Westerhaar-Vriezenveensewijk;21,0;42,2;14,7
;WK170003;Den Ham;24,3;28,5;23,1
;WK170004;Vroomshoop;22,0;38,0;15,3
;WK170005;Buitengebied Vriezenveen Noord;23,1;23,9;27,5
;WK170006;Buitengebied Vriezenveen Zuid;24,1;.;.
GM1701;Totaal;Westerveld;27,2;34,2;20,4
;WK170100;Wijk 00 Diever;27,4;35,4;20,4
;WK170101;Wijk 01 Wapse;26,6;25,9;27,4
;WK170102;Wijk 02 Zorgvlied;29,7;39,3;16,9
;WK170103;Wijk 03 Dwingeloo;26,7;36,3;19,7
;WK170104;Wijk 04 Lhee;34,8;20,0;39,0
;WK170105;Wijk 05 Eemster;.;25,9;34,3
;WK170106;Wijk 06 Geeuwenbrug;31,7;21,9;35,0
;WK170107;Wijk 07 Dieverbrug;30,3;32,1;27,7
;WK170108;Wijk 08 Havelte;27,6;34,6;19,6
;WK170109;Wijk 09 Uffelte;26,7;29,3;20,8
;WK170110;Wijk 10 Wapserveen;27,7;25,8;21,7
;WK170111;Wijk 11 Vledder;26,1;36,7;15,4
;WK170112;Wijk 12 Frederiksoord;28,2;42,1;20,0
;WK170113;Wijk 13 Nijensleek;25,8;31,9;29,2
;WK170114;Wijk 14 Vledderveen;26,9;29,6;20,4
;WK170115;Wijk 15 Wilhelminaoord;22,0;46,4;8,7
;WK170116;Wijk 16 Doldersum;27,6;.;.
;WK170117;Wijk 17 Boschoord;.;.;.
GM1705;Totaal;Lingewaard;27,5;31,6;23,2
;WK170500;Bemmel;29,0;29,2;26,0
;WK170501;Gendt;25,0;36,7;19,2
;WK170502;Huissen;27,8;31,5;22,2
;WK170503;Loo Gld;.;.;.
;WK170504;Angeren;27,5;29,6;26,6
;WK170505;Doornenburg;26,3;31,4;24,7
;WK170506;Haalderen;25,0;32,0;22,9
;WK170507;Ressen;33,7;.;.
GM1706;Totaal;Cranendonck;27,4;31,8;21,9
;WK170600;Wijk 00 Budel;27,1;35,2;20,8
;WK170601;Wijk 01 Schoot;24,0;38,6;17,0
;WK170602;Wijk 02 Dorplein;25,0;27,9;14,2
;WK170603;Wijk 03 Maarheeze;29,7;27,5;26,2
;WK170604;Wijk 04 Soerendonk;28,4;23,7;28,1
;WK170605;Wijk 05 Gastel;26,1;23,7;23,0
GM1708;Totaal;Steenwijkerland;25,0;38,0;17,6
;WK170800;Steenwijk;23,7;45,8;12,6
;WK170802;Oldemarkt;24,7;33,5;16,9
;WK170803;Kalenberg;35,7;28,9;23,7
;WK170804;Kuinre;22,9;37,9;16,9
;WK170805;Blankenham;26,8;20,3;25,8
;WK170806;Scheerwolde;25,0;36,4;18,2
;WK170807;Vollenhove;24,0;37,9;15,4
;WK170808;Sint Jansklooster;24,5;26,2;25,8
;WK170810;Belt-Schutsloot;26,9;22,4;27,6
;WK170811;Wanneperveen;27,6;29,8;22,1
;WK170816;Blokzijl;24,1;37,4;20,2
;WK170817;Giethoorn;29,0;34,1;25,2
;WK170818;Zuidveen;23,8;33,3;18,0
;WK170819;Onna;27,4;25,2;27,6
;WK170820;Kallenkote;27,6;22,3;31,3
;WK170821;Eesveen;25,7;25,4;25,0
;WK170822;De Bult;26,2;53,0;15,5
;WK170823;Baars;.;.;.
;WK170824;Witte Paarden;24,4;.;.
;WK170825;De Pol;25,4;49,1;20,4
;WK170826;Willemsoord;24,6;30,3;22,7
;WK170827;Marijenkampen;25,8;.;.
;WK170828;Tuk;27,3;21,0;23,4
;WK170829;Steenwijkerwold;25,3;43,6;16,1
;WK170830;Basse;30,6;.;.
;WK170831;Paasloo;28,8;17,4;31,1
;WK170832;IJsselham;.;.;.
;WK170833;Ossenzijl;26,0;31,7;18,9
;WK170834;Wetering;32,3;.;.
;WK170835;Nederland;.;.;.
;WK170836;Baarlo;.;.;.
GM1709;Totaal;Moerdijk;28,0;34,2;21,7
;WK170900;Wijk 00 Zevenbergen;28,0;34,2;20,8
;WK170901;Wijk 01 Zevenbergschen Hoek;28,8;31,9;24,5
;WK170902;Wijk 02 Langeweg;28,3;31,9;27,0
;WK170903;Wijk 03 Klundert;26,3;35,9;19,5
;WK170904;Wijk 04 Moerdijk;25,0;48,2;14,1
;WK170905;Wijk 05 Noordhoek;30,1;23,4;32,3
;WK170906;Wijk 06 Standdaarbuiten;27,8;29,3;23,1
;WK170907;Wijk 07 Fijnaart;27,5;36,0;20,7
;WK170908;Wijk 08 Heijningen;29,7;30,4;24,7
;WK170909;Wijk 09 Willemstad;32,9;28,7;30,8
;WK170910;Wijk 10 Helwijk;28,2;39,9;15,9
GM1711;Totaal;Echt-Susteren;27,6;36,0;19,2
;WK171101;Wijk 01 Susteren;28,0;38,4;17,9
;WK171102;Wijk 02 Dieteren;30,0;32,1;24,5
;WK171103;Wijk 03 Heide;26,2;33,8;20,7
;WK171104;Wijk 04 Roosteren;28,4;33,3;19,4
;WK171105;Wijk 05 Echt;27,3;41,6;17,4
;WK171106;Wijk 06 Maria Hoop;27,5;27,9;21,8
;WK171107;Wijk 07 Peij;26,9;37,3;18,0
;WK171108;Wijk 08 Slek;26,3;33,4;20,6
;WK171109;Wijk 09 Nieuwstadt;28,5;27,9;21,5
;WK171110;Wijk 10 Sint Joost;29,3;24,0;26,4
;WK171111;Wijk 11 Koningsbosch;26,3;34,2;19,9
GM1714;Totaal;Sluis;26,5;41,4;16,9
;WK171400;Wijk 00 Sluis;25,2;44,8;16,2
;WK171401;Wijk 01 Retranchement;27,2;42,3;17,4
;WK171402;Wijk 02 Aardenburg;25,5;44,5;15,6
;WK171403;Wijk 03 Eede;23,5;40,3;17,9
;WK171404;Wijk 04 Sint Kruis;29,1;.;.
;WK171405;Wijk 05 Oostburg;25,7;45,0;13,7
;WK171406;Wijk 06 Zuidzande;26,2;37,4;17,5
;WK171407;Wijk 07 Cadzand;29,5;46,2;19,0
;WK171408;Wijk 08 Nieuwvliet;29,1;37,3;23,8
;WK171409;Wijk 09 Groede;26,6;36,8;20,0
;WK171410;Wijk 10 Breskens;27,2;42,7;16,3
;WK171411;Wijk 11 Hoofdplaat;28,1;40,5;16,6
;WK171412;Wijk 12 IJzendijke;28,4;33,0;21,6
;WK171413;Wijk 13 Schoondijke;24,7;37,5;16,2
;WK171414;Wijk 14 Waterlandkerkje;28,4;31,9;22,7
GM1719;Totaal;Drimmelen;28,7;30,6;25,4
;WK171901;Drimmelen;33,4;21,3;37,4
;WK171902;Made;27,5;33,3;22,9
;WK171903;Terheijden;29,0;27,8;25,4
;WK171904;Wagenberg;30,2;24,1;32,8
;WK171905;Hooge Zwaluwe en Zevenbergschen Hoek;30,1;25,5;27,8
;WK171906;Lage Zwaluwe;29,8;32,6;26,7
GM1721;Totaal;Bernheze;27,5;29,6;27,1
;WK172101;Kern Heesch;27,5;31,0;24,6
;WK172102;Kern Heeswijk-Dinther;27,5;29,2;24,1
;WK172103;Kern Nistelrode;26,3;31,5;25,7
;WK172104;Buitengebied Heesch;31,8;18,0;50,2
;WK172105;Buitengebied Heeswijk-Dinther;28,0;27,0;34,9
;WK172106;Buitengebied Nistelrode;27,3;27,8;31,8
GM1723;Totaal;Alphen-Chaam;29,4;27,4;29,5
;WK172301;Alphen;27,7;28,1;26,9
;WK172302;Chaam;29,1;28,6;28,7
;WK172303;Strijbeek;33,6;22,1;42,6
;WK172304;Galder;32,2;23,2;33,2
;WK172305;Ulvenhout AC;39,9;25,0;43,8
;WK172306;Bavel AC;.;.;.
GM1724;Totaal;Bergeijk;28,4;28,4;26,2
;WK172400;Wijk 00 Bergeijk 't Hof;27,5;30,5;23,6
;WK172401;Wijk 01 Weebosch;27,1;25,1;27,1
;WK172402;Wijk 02 Luyksgestel;26,6;29,1;23,0
;WK172403;Wijk 03 Riethoven;32,7;23,2;33,1
;WK172404;Wijk 04 Westerhoven;28,0;28,0;25,4
;WK172405;Wijk 05 Bergeijk 't Loo;27,9;25,6;25,4
;WK172406;Wijk 06 Buitengebied;31,1;26,1;35,3
GM1728;Totaal;Bladel;27,5;29,7;23,7
;WK172800;Wijk 00 Bladel;27,0;31,7;21,8
;WK172801;Wijk 01 Netersel;28,7;21,9;34,1
;WK172802;Wijk 02 Hapert;27,5;29,8;23,3
;WK172803;Wijk 03 Hoogeloon;28,7;26,6;27,7
;WK172804;Wijk 04 Casteren;28,8;21,1;28,7
GM1729;Totaal;Gulpen-Wittem;28,3;36,4;20,6
;WK172900;Wijk 00 Gulpen;28,0;43,1;18,2
;WK172901;Wijk 01 Wijlre;27,3;37,2;20,0
;WK172902;Wijk 02 Eys;30,3;27,5;26,1
;WK172903;Wijk 03 Wittem;28,1;31,5;18,3
;WK172904;Wijk 04 Mechelen;27,9;33,2;21,9
;WK172905;Wijk 05 Epen;28,5;36,6;24,9
;WK172906;Wijk 06 Slenaken;30,2;27,4;23,5
GM1730;Totaal;Tynaarlo;29,9;29,2;26,9
;WK173000;Wijk 00 Zuidlaren;27,9;32,8;21,4
;WK173001;Wijk 01 De Groeve;29,5;22,7;31,4
;WK173002;Wijk 02 Zuidlaarderveen;32,7;14,4;40,9
;WK173003;Wijk 03 Midlaren;38,1;30,8;35,9
;WK173004;Wijk 04 Westlaren;27,5;31,7;20,6
;WK173005;Wijk 05 Schuilingsoord;26,3;22,2;22,2
;WK173006;Wijk 06 Paterswolde;30,4;28,4;27,3
;WK173007;Wijk 07 Eelde;28,5;32,8;22,3
;WK173008;Wijk 08 Eelderwolde;41,2;7,0;73,9
;WK173009;Wijk 09 Vries;28,6;35,1;20,9
;WK173010;Wijk 10 Donderen;30,0;20,6;28,6
;WK173011;Wijk 11 Bunne;31,2;22,6;36,1
;WK173012;Wijk 12 Yde;28,3;28,7;23,5
;WK173013;Wijk 13 Tynaarlo;28,7;23,6;28,2
;WK173014;Wijk 14 Zeegse;36,7;24,7;31,6
;WK173015;Wijk 15 Zeijen;29,8;19,2;30,5
GM1731;Totaal;Midden-Drenthe;26,4;34,4;20,0
;WK173100;Wijk 00 Beilen;26,5;36,9;18,8
;WK173101;Wijk 01 Hijken;26,7;24,2;25,8
;WK173102;Wijk 02 Hooghalen;26,2;36,2;23,2
;WK173103;Wijk 03 Wijster;26,5;25,2;24,5
;WK173104;Wijk 04 Spier;27,9;35,0;26,8
;WK173105;Wijk 05 Drijber;25,5;34,1;19,9
;WK173106;Wijk 06 Smilde;24,2;38,8;15,0
;WK173107;Wijk 07 Bovensmilde;25,9;32,2;18,7
;WK173108;Wijk 08 Hoogersmilde;25,7;35,3;19,4
;WK173109;Wijk 09 Westerbork;28,0;33,9;20,9
;WK173110;Wijk 10 Elp;29,6;19,9;26,5
;WK173111;Wijk 11 Witteveen;28,0;29,9;26,6
;WK173112;Wijk 12 Nieuw-Balinge;24,4;32,4;19,2
;WK173113;Wijk 13 Nieuweroord;28,0;.;.
;WK173114;Wijk 14 Zwiggelte;33,6;22,9;30,2
;WK173115;Wijk 15 Orvelte;26,9;.;.
;WK173116;Wijk 16 De Broekstreek;28,1;21,5;34,2
GM1734;Totaal;Overbetuwe;28,2;30,1;25,8
;WK173401;Buitengebied Elst;30,5;25,0;41,4
;WK173402;Elst-Zuid;29,0;28,6;24,5
;WK173403;Elst-Noord;24,4;50,1;11,6
;WK173404;De Aam;32,0;.;.
;WK173405;Westeraam;30,2;16,8;41,6
;WK173406;Elst-Oost;34,7;15,3;40,7
;WK173407;Oosterhout;28,3;32,5;22,9
;WK173408;Slijk-Ewijk;29,2;32,0;27,1
;WK173409;Herveld;27,7;28,8;26,1
;WK173410;Andelst;27,1;30,2;25,6
;WK173411;Kern Zetten;27,2;35,4;21,0
;WK173412;Buitengebied Zetten;34,5;.;.
;WK173413;Hemmen;28,7;.;.
;WK173414;Randwijk;25,2;27,0;28,7
;WK173415;Kern Heteren;27,6;25,2;24,6
;WK173416;Buitengebied Heteren;29,9;31,5;29,2
;WK173417;Valburg;29,5;25,6;28,2
;WK173418;Driel;27,3;28,2;25,7
GM1735;Totaal;Hof van Twente;27,0;33,9;22,7
;WK173500;Wijk 00 Goor;25,5;43,8;15,0
;WK173501;Wijk 01 De Whee II;25,4;24,5;22,1
;WK173502;Wijk 02 Markelo;26,5;33,1;24,6
;WK173503;Wijk 03 Verspr.h. Kerspel en omgeving;25,9;.;.
;WK173504;Wijk 04 Elsen;28,0;22,5;39,6
;WK173505;Wijk 05 Diepenheim;27,1;32,6;21,0
;WK173506;Wijk 06 Delden;29,9;31,7;23,7
;WK173507;Wijk 07 Overig Delden;31,5;.;.
;WK173508;Wijk 08 Hengevelde;26,6;29,3;30,8
;WK173509;Wijk 09 Bentelo;27,0;29,3;32,5
GM1740;Totaal;Neder-Betuwe;24,5;33,6;22,8
;WK174000;Wijk 00 Kesteren;23,4;33,2;23,9
;WK174001;Wijk 01 Echteld;25,4;32,9;21,5
;WK174002;Wijk 02 Dodewaard;25,9;34,9;22,3
GM1742;Totaal;Rijssen-Holten;24,2;30,2;23,1
;WK174200;Wijk 00 Stad Rijssen;23,2;39,4;17,5
;WK174202;Wijk 02 Buitengebied Rijssen;28,4;21,9;38,6
;WK174203;Wijk 03 Holten;27,4;31,7;20,7
;WK174204;Wijk 04 Bedrijventerrein Holten;.;.;.
;WK174205;Wijk 05 Buitengebied Holten;27,5;22,3;38,5
;WK174207;Wijk 07 Bedrijventerrein Rijssen;26,9;22,9;37,4
;WK174208;Wijk 08 Recreatiegebied De Borkeld;25,5;.;.
;WK174209;Wijk 09 Stadsrand Rijssen Noord;24,2;10,8;35,2
;WK174210;Wijk 10 Stadsrand Rijssen Zuid;21,4;34,6;17,0
;WK174211;Wijk 11 Stadsrand Rijssen Oost;27,0;35,6;27,9
GM1771;Totaal;Geldrop-Mierlo;28,3;34,5;21,4
;WK177100;Wijk 00 Geldrop;28,1;36,3;19,8
;WK177101;Wijk 01 Mierlo;28,9;29,5;26,1
GM1773;Totaal;Olst-Wijhe;26,8;31,2;22,6
;WK177301;Wijk 01 Olst;25,1;34,0;17,6
;WK177302;Wijk 02 Wijhe;26,3;35,1;19,6
;WK177303;Wijk 03 Wesepe;27,3;24,6;27,7
;WK177304;Wijk 04 Boskamp;27,1;33,8;19,9
;WK177305;Wijk 05 Boerhaar;28,8;17,8;43,6
;WK177306;Wijk 06 Welsum;29,4;19,5;33,2
;WK177307;Wijk 07 Den Nul;28,8;27,7;27,7
;WK177308;Wijk 08 Eikelhof;31,1;22,7;32,6
;WK177309;Wijk 09 Elshof;29,7;22,0;34,0
;WK177310;Wijk 10 Marle;.;.;.
;WK177311;Wijk 11 Middel;27,4;24,0;30,2
;WK177312;Wijk 12 Herxen;29,4;20,8;37,1
GM1774;Totaal;Dinkelland;26,3;28,8;27,8
;WK177410;Wijk 10 Denekamp;25,5;33,8;22,1
;WK177411;Wijk 11 Lattrop-Breklenkamp;25,1;24,5;36,9
;WK177412;Wijk 12 Tilligte;27,4;19,9;39,1
;WK177413;Wijk 13 Agelo;25,8;18,1;42,5
;WK177414;Wijk 14 Noord Deurningen;24,0;27,3;30,2
;WK177415;Wijk 15 Ootmarsum;28,2;28,3;24,7
;WK177416;Wijk 16 Weerselo;27,1;25,0;30,9
;WK177417;Wijk 17 Rossum;25,8;24,7;33,2
;WK177418;Wijk 18 Saasveld;26,9;22,8;37,4
;WK177419;Wijk 19 Deurningen;26,6;28,6;29,6
;WK177420;Wijk 20 Nutter;25,7;.;.
;WK177421;Wijk 21 Oud Ootmarsum;26,1;30,2;38,8
GM1783;Totaal;Westland;28,1;32,4;26,4
;WK178301;Wijk 01 Naaldwijk;28,6;31,7;26,1
;WK178302;Wijk 02 Honselersdijk;27,1;36,2;26,5
;WK178303;Wijk 03 Maasdijk;26,6;39,2;23,5
;WK178304;Wijk 04 's-Gravenzande;28,6;30,4;26,6
;WK178305;Wijk 05 Monster;28,4;32,5;25,5
;WK178306;Wijk 06 Wateringen;28,4;31,5;28,6
;WK178307;Wijk 07 De Lier;27,3;29,0;27,0
;WK178308;Wijk 08 Kwintsheul;29,1;30,3;30,3
;WK178309;Wijk 09 Poeldijk;27,1;38,6;23,2
;WK178310;Wijk 10 Ter Heijde;21,7;53,7;10,0
GM1842;Totaal;Midden-Delfland;31,6;25,0;34,7
;WK184200;Wijk 00 Schipluiden;31,9;24,7;35,7
;WK184201;Wijk 01 Maasland;31,0;25,5;32,8
GM1859;Totaal;Berkelland;25,5;34,7;18,9
;WK185900;Wijk 00 Borculo;25,6;34,9;19,2
;WK185901;Wijk 01 Eibergen;24,8;36,7;16,9
;WK185902;Wijk 02 Beltrum;26,4;28,3;28,1
;WK185903;Wijk 03 Neede;25,1;37,0;17,5
;WK185904;Wijk 04 Ruurlo;26,6;30,1;20,8
GM1876;Totaal;Bronckhorst;26,9;31,9;22,5
;WK187600;Wijk 00 Hengelo;26,1;33,9;21,6
;WK187601;Wijk 01 Zelhem;25,5;32,4;21,1
;WK187602;Wijk 02 Vorden;27,5;31,7;22,9
;WK187603;Wijk 03 Steenderen;27,9;30,2;23,8
;WK187604;Wijk 04 Hummelo en Keppel;29,5;29,6;25,5
GM1883;Totaal;Sittard-Geleen;26,9;44,6;15,2
;WK188300;Wijk 00 Limbrichterveld;26,7;44,7;15,0
;WK188301;Wijk 01 Sittard;30,4;48,7;16,6
;WK188302;Wijk 02 Overhoven;25,6;48,4;13,4
;WK188303;Wijk 03 Munstergeleen;29,2;31,2;20,6
;WK188304;Wijk 04 Guttecoven;29,3;29,2;23,8
;WK188305;Wijk 05 Geleen;25,1;49,0;11,8
;WK188306;Wijk 06 Holtum-Born;27,9;33,3;19,7
;WK188307;Wijk 07 Obbicht en Papenhoven;27,9;34,5;20,5
GM1884;Totaal;Kaag en Braassem;29,7;30,1;27,7
;WK188400;Wijk 00 Roelofarendsveen;29,1;30,8;26,3
;WK188401;Wijk 01 Overig Alkemade;31,0;28,2;31,0
;WK188402;Wijk 02 Woubrugge;29,7;28,8;28,7
;WK188403;Wijk 03 Rijnsaterwoude;31,8;34,4;33,1
;WK188404;Wijk 04 Leimuiden;29,9;30,1;26,4
GM1891;Totaal;Dantumadiel;22,3;40,5;15,4
;WK189100;Wijk 00 Centrum;22,0;38,8;15,5
;WK189101;Wijk 01 Oost;21,1;31,7;18,6
;WK189102;Wijk 02 Zuid;22,8;44,4;14,5
;WK189103;Wijk 03 West;22,3;32,4;17,9
GM1892;Totaal;Zuidplas;29,6;27,9;29,1
;WK189201;Moerkapelle wijk 01;27,4;23,5;30,6
;WK189202;Zevenhuizen wijk 02;29,6;26,8;31,6
;WK189203;Moordrecht wijk 03;27,9;29,3;25,3
;WK189204;Nieuwerkerk aan den IJssel wijk 04;30,8;28,6;29,4
GM1894;Totaal;Peel en Maas;26,4;32,0;21,8
;WK189400;Wijk 00 Grashoek-Koningslust;25,9;28,0;25,4
;WK189401;Wijk 01 Panningen;26,2;32,5;20,5
;WK189402;Wijk 02 Kessel;26,1;35,8;22,0
;WK189403;Wijk 03 Maasbree;26,9;28,8;22,3
;WK189404;Wijk 04 Baarlo;27,1;30,1;23,0
;WK189405;Wijk 05 Meijel;26,0;34,9;21,7
GM1895;Totaal;Oldambt;23,4;47,2;11,3
;WK189500;Wijk 00 Winschoten;22,9;51,0;9,9
;WK189501;Wijk 01 Finsterwolde;25,0;44,8;13,5
;WK189502;Wijk 02 Drieborg;23,0;50,2;11,6
;WK189503;Wijk 03 Beerta;21,0;51,9;7,9
;WK189504;Wijk 04 Nieuw-Beerta;22,6;.;.
;WK189505;Wijk 05 Nieuweschans;20,6;59,9;5,6
;WK189506;Wijk 06 Scheemda-Heiligerlee;24,1;42,8;13,7
;WK189507;Wijk 01 Westerlee;24,4;29,0;18,6
;WK189508;Wijk 02 Noord;26,6;36,2;15,0
;WK189509;Wijk 03 Midwolda;24,8;38,4;13,9
;WK189510;Wijk 04 Nieuwolda;25,0;40,9;13,5
GM1896;Totaal;Zwartewaterland;24,3;29,5;22,5
;WK189600;Wijk 00 Genemuiden;23,4;27,5;25,4
;WK189601;Wijk 01 Kamperzeedijk;21,9;17,9;40,0
;WK189602;Wijk 02 Hasselt;25,0;28,0;19,6
;WK189603;Wijk 03 Landelijk gebied Hasselt;28,0;17,8;39,5
;WK189604;Wijk 04 Zwartsluis;25,1;36,8;17,9
;WK189605;Wijk 05 Mastenbroek;23,9;.;.
GM1900;Totaal;Súdwest-Fryslân;24,8;39,8;17,1
;WK190000;Wijk 00 Bolsward;23,3;44,5;13,7
;WK190001;Wijk 01 Sneek;24,9;44,7;14,6
;WK190002;Wijk 02 Nijefurd;24,6;40,9;16,8
;WK190003;Wijk 03 Koudum;23,8;38,1;16,5
;WK190004;Wijk 04 Hemelum;24,1;41,2;18,7
;WK190005;Wijk 05 IJlst;25,8;33,9;19,3
;WK190006;Wijk 06 Zuid IJlst;25,3;35,4;21,3
;WK190007;Wijk 07 Oost IJlst;26,4;26,3;24,9
;WK190008;Wijk 08 West IJlst;23,6;34,5;21,4
;WK190009;Wijk 09 Oosthem;25,0;31,4;23,0
;WK190010;Wijk 10 Noordwest IJlst;25,6;26,5;24,5
;WK190011;Wijk 11 Zuidoost IJlst;26,4;34,2;20,0
;WK190012;Wijk 12 Woudsend;27,6;28,2;24,8
;WK190013;Wijk 13 Bouwhoek;24,6;36,5;16,4
;WK190014;Wijk 14 Weidestreek Oost;26,3;28,4;25,0
;WK190015;Wijk 15 Weidestreek West;25,5;33,9;19,8
;WK190016;Wijk 16 Weidestreek Zuid;24,4;26,9;23,6
;WK190017;Wijk 17 Makkum;24,4;40,9;16,9
;WK190018;Wijk 18 Weidestreek Zuidwest;25,7;28,3;24,9
;WK190019;Wijk 19 Boarnsterhim;26,0;29,1;22,2
;WK190020;Wijk 20 Littenseradiel;24,9;33,9;20,9
GM1901;Totaal;Bodegraven-Reeuwijk;29,6;27,8;28,6
;WK190101;Bodegraven-Noord;27,2;39,3;21,8
;WK190102;Bodegraven-Zuid;28,0;25,4;26,1
;WK190103;Nieuwerbrug aan den Rijn;31,5;22,2;36,7
;WK190104;Reeuwijk-Dorp;31,3;21,1;36,8
;WK190105;Reeuwijk-Brug;33,7;27,7;32,2
;WK190106;Driebruggen;27,1;22,9;32,3
;WK190107;Waarder;27,4;24,8;32,5
GM1903;Totaal;Eijsden-Margraten;30,0;27,6;26,3
;WK190300;Wijk 00 Eijsden;29,3;26,0;26,0
;WK190301;Wijk 01 Gronsveld;30,1;28,5;24,5
;WK190302;Wijk 02 Margraten;28,1;28,6;23,4
;WK190303;Wijk 03 Cadier en Keer;33,7;28,9;28,2
;WK190304;Wijk 04 Sint Geertruid;30,0;26,2;30,9
;WK190305;Wijk 05 Mheer - Noorbeek;29,7;29,0;27,5
GM1904;Totaal;Stichtse Vecht;32,1;30,8;27,8
;WK190401;Wijk 01 Maarssen;36,6;28,9;34,3
;WK190402;Wijk 02 Breukelen;31,7;35,9;26,9
;WK190403;Wijk 03 Loenen aan de Vecht;36,3;33,4;32,1
;WK190404;Wijk 04 Nieuwer Ter Aa;30,4;22,4;33,2
;WK190405;Wijk 05 Kockengen;29,3;29,5;31,3
;WK190406;Wijk 06 Vreeland;37,7;27,5;37,5
;WK190407;Wijk 07 Tienhoven;33,4;33,3;28,9
;WK190408;Wijk 08 Nigtevecht;34,1;29,1;34,5
;WK190409;Wijk 09 Nieuwersluis;50,2;22,2;41,8
;WK190410;Wijk 10 Loenersloot;41,0;17,0;35,9
;WK190411;Wijk 11 Oud Zuilen;46,5;16,7;57,1
;WK190412;Wijk 12 Maarssenbroek;27,2;30,5;19,9
GM1911;Totaal;Hollands Kroon;26,2;35,4;20,9
;WK191101;Anna Paulowna;25,9;34,6;20,0
;WK191102;Breezand;27,4;32,4;24,5
;WK191103;Wieringerwaard;26,9;31,4;21,7
;WK191104;Westerland;28,3;28,8;23,9
;WK191105;Hippolytushoef;25,7;39,2;18,1
;WK191106;Den Oever;23,9;40,9;16,0
;WK191107;Wieringerwerf;26,1;38,0;17,1
;WK191108;Kreileroord;21,4;35,0;8,9
;WK191109;Slootdorp;26,3;34,4;24,5
;WK191110;Middenmeer;25,0;47,2;16,8
;WK191111;Kolhorn;27,2;34,5;20,9
;WK191112;Barsingerhorn;30,1;26,8;31,6
;WK191113;Haringhuizen;36,1;.;.
;WK191114;Lutjewinkel;26,9;30,0;23,4
;WK191115;Winkel;25,7;27,6;25,6
;WK191116;Nieuwe Niedorp;27,5;31,8;24,6
;WK191117;'t Veld;25,6;32,8;24,4
;WK191118;Zijdewind;28,9;17,2;40,7
;WK191119;Oude Niedorp;31,9;18,5;44,4
GM1916;Totaal;Leidschendam-Voorburg;32,6;37,3;24,0
;WK191601;De Zijde / Duivenvoorde / Park Veursehou;34,7;32,9;26,9
;WK191602;Prinsenhof;21,9;52,4;7,9
;WK191603;'t Lien / De Rietvink;32,1;34,6;26,0
;WK191604;Stompwijk;29,7;27,5;34,3
;WK191605;Leidschendam - Zuid en omgeving;27,4;40,7;18,4
;WK191606;De Heuvel / Amstelwijk;23,9;53,3;5,8
;WK191607;Damsigt en omgeving;38,2;21,4;40,0
;WK191608;Essesteijn;34,0;34,8;26,2
;WK191609;Voorburg Midden;31,1;42,9;14,9
;WK191610;Bovenveen;29,1;49,6;14,6
;WK191611;Voorburg Noord;31,3;36,6;19,5
;WK191612;Voorburg West / Park Leeuwenbergh;41,6;21,7;48,3
;WK191613;Voorburg Oud;41,8;27,4;41,3
GM1924;Totaal;Goeree-Overflakkee;27,9;33,6;23,1
;WK192400;Goedereede;31,1;26,0;30,5
;WK192401;Ouddorp;28,3;29,0;28,9
;WK192402;Stellendam;27,6;34,5;20,0
;WK192403;Middelharnis;28,0;34,2;22,8
;WK192404;Ooltgensplaat;26,7;38,8;17,3
;WK192405;Den Bommel;28,0;34,0;24,0
;WK192406;Oude-Tonge;27,7;37,0;21,6
;WK192407;Dirksland;27,6;30,4;25,3
;WK192408;Melissant;27,9;28,4;24,8
;WK192409;Herkingen;26,0;37,7;19,3
;WK192410;Sommelsdijk;27,8;36,4;21,2
;WK192411;Nieuwe-Tonge;26,6;33,8;20,7
;WK192412;Stad aan 't Haringvliet;27,7;33,4;20,3
;WK192413;Achthuizen;28,6;39,4;22,0
